"ID","PC1","PC2","PC3","PC4","PC5"
"CABARET",4.95278806889677,-4.05377291627997,0.554459114516691,0.150612649032778,0.234446075441442
"CAESAR",-2.19801593946546,4.45525122485284,1.89687051499215,1.19859786071911,1.87277886207438
"CARA",3.58201124042818,3.83651421581404,-3.71556830305654,-5.2148726322697,-3.07501177633219
"CARLINGFORD",1.35008290205434,2.02964948581823,-2.6032094931552,0.658902390016039,0.217433092206284
"CASABLANCA",3.44028164590605,3.01148441541791,-0.295313484175382,-2.53727053347877,3.23130338268492
"CELINE",-0.135596787386381,1.39340726107953,0.591655691048094,-2.63774870770022,0.99732691661088
"CHALLENGER",-1.08188869475163,-0.538801551405976,1.74446875208013,1.6599671069117,1.28400247924578
"CHARLOTTE",-2.12876364990437,1.54551235763575,2.75698409712438,4.08293318014583,-4.71958497131341
"CHICAGO",2.74779823428062,-0.883378286494537,4.04847782273834,0.00705146849638751,0.350116338580909
"CHIEFTAIN",-1.15855585198573,0.902414669578389,-3.67750189379103,5.24511391977601,-0.062839120618429
"CHOPIN",-2.48133992353065,2.00940611659256,0.732665377842811,-0.890522296838554,0.675147761759206
"CLARET",2.63705219914125,3.88479999474692,-2.88391513578197,-4.62886863328191,-3.22231878106297
"CORINE",0.25342337033349,0.67985588792396,-0.760416207584118,-0.118736676233272,2.695282395054
"COSMOS",-1.95376561441142,0.790116220607805,0.321510502156008,-1.10063266392384,3.14509385505571
"COURAGE",-1.81638647403972,0.716324416718127,0.769232387120677,-1.19320071447342,0.711308468118736
"COURLAN",-1.27406254286484,2.08823949956991,-2.52505797180596,4.01681369264242,0.984081297358669
"CRAIGS_ROYAL",3.97354001863347,1.02175940388417,-2.75019129603947,-1.03686144993574,-1.16695600897182
"CRAIGS_SNOW-WHITE",0.326028448911343,-3.03003818906308,-2.47890752196649,0.524166786740962,0.664766551477992
"CRAMOND",4.79420430017603,0.89617345451895,0.978481527833016,1.24395149508063,0.904727543679599
"CRISPS_FOR_ALL",-1.81550086990593,1.35192613860721,1.10606167552003,1.00978411636589,0.617917546882497
"CROMWELL",4.5546644344105,-4.00240533635461,2.86480689075317,-1.50942419084151,0.759464220574362
"D22/1",4.92727959151357,-3.51752792768485,0.722419019646248,-0.926537690689743,3.12463078539991
"D23/3",2.24899451421167,-3.80571952941852,0.633097664016638,0.518281869576965,1.34692314174749
"D47-11",5.86212102513758,-4.84961291208205,2.84103116804771,-0.740091798722337,2.50709345431594
"D49/1",6.02539456016127,-4.43727616613485,5.07092227398816,0.4155103182848,1.99982558295969
"DAISY",2.59252959130628,-2.14901023546473,3.64425970398716,0.656018483188273,0.991815124457889
"DARK_RED_NORLAND",-1.50954224489203,0.532696958300695,-3.61030661054944,2.90313000585102,0.820779893426619
"DARWINA",-2.41400222107554,-0.057200881870225,1.03879703623939,-0.595411516183542,3.26294096574591
"DESIREE",-3.43498675495086,2.1540871885573,-1.01324512734497,-1.4035062601006,-2.72523936911545
"DITTA",-3.35709055285442,0.848508814979019,1.32240140222292,0.108084020722063,-0.0723521534661752
"DR._MCINTOSH",1.043898597446,0.882481999133904,-4.76413755500599,1.20380783432038,1.77077376065742
"DRAGA",-0.890595267638802,2.24925880879185,-1.70465257572765,1.22821067628036,3.38413279975234
"DUKE_OF_YORK",-3.37522047323711,-3.30474786570204,-3.72702395386335,0.907722726147046,1.8838337089492
"DUNBAR_STANDARD",0.798399600205138,-3.17474743138409,-3.37581265633367,1.40554747738804,1.40601972738818
"DUNDROD",3.42164887851389,-1.41353209958359,1.13509795342685,1.94691596638077,0.217764725932695
"ECLIPSE",-2.12657506477781,-3.86739561561382,-3.11096540357573,4.30301449254246,-1.89489300686193
"EDEN",6.28658780612844,-4.18809188564651,2.6726795066898,1.14182414325158,0.286124990165852
"EDZELL_BLUE",-2.41895001050805,-2.07961109420708,-1.14210607193613,0.107723731824685,-0.227704361999925
"ELISABETH",-0.468160844174231,1.93392198172928,2.05731969777191,0.505885198833851,-1.09139174287845
"EMPEROR",-0.903267868568852,2.65121594117942,-0.693177438764706,5.32409293827192,2.36616259990921
"EOS",0.613462883089522,1.62424836879273,0.573140830061061,2.60376337235204,-0.13513497390447
"EPICURE",-2.93882577965079,-3.08595605518547,-2.91974339352992,1.60681673422326,-1.2276065127628
"ERNTESTOLZ",-2.50368721774637,-1.06289149162544,-0.315516977303484,0.39673908052871,0.372878522191557
"ESCORT",-1.06211518032451,2.93605721993565,2.91030593183659,-0.00393668867807857,-0.812709250612719
"ESMERALDA",-1.4418124941631,0.080918250311237,1.33784207323691,-0.950725396165137,-0.691986253607307
"ESTIMA",-0.731531931721467,0.293525609432699,0.580864946961213,0.485816491259429,0.75741531011194
"EVE_BALFOUR",2.5155075775688,0.578695338671955,-2.28071020349044,-1.28119619662658,-2.82380935745908
"EXCALIBUR",4.96816143595609,2.69061136508597,1.30437308818865,-1.47809291643424,-0.278319257826002
"EXQUISA",-3.90897125438569,1.11091623083775,1.65977435388547,-0.936659633100538,-2.94204005160352
"FESTIVAL",-1.76502833238178,2.68916764471955,2.60589520109006,0.497514796639957,1.3216125527102
"FIANNA",-1.17234410521353,2.35232653443451,-1.30973365771287,-0.28027426372288,2.64090876245377
"FIFTYFOLD",-2.05761162771616,-5.54797284134355,-1.72808852609633,0.42037076385149,-2.44900018512635
"FONTANE",-2.13149851730465,0.901971401387774,2.95684963997059,2.46141231908222,3.37002281310778
"FORTYFOLD",-4.08671966593275,-5.30121834272299,-1.87877662561954,-0.262935126178346,0.0473136101812492
"FRONTIER_RUSSET",-1.50107152416365,-0.765655116354024,-3.89840858064147,4.68707398039165,1.01237083453344
"G.81071",1.61065136228283,1.23480381866182,-0.932016685301321,0.283708690997565,-0.603748017217277
"G.88661",1.47282649485558,2.34516558468539,-1.17851947082671,2.73854944776262,2.11053400363218
"G.886611",2.03823828998706,3.06911008390109,-1.27289726688832,3.7736567955472,0.358517359934548
"G.8867Y%12",0.923443498953422,2.90731017164705,-2.09139272554483,1.94082719487998,0.0442958323279909
"G.88839",-2.63497396798075,1.73894999594346,3.72644833627116,0.128124179750077,-1.88175942591363
"G.88842",-1.71120027913305,2.45460636144833,0.780890610162426,-0.945124460350703,0.0208851651010233
"GALACTICA",-1.26490871658747,1.06751311842376,-2.21474401268423,-4.68658101336814,0.442419324522597
"GEMSON",1.83659850309211,0.209142856469036,-3.16374181913381,-1.32117967894532,-1.13042174213872
"GL.76B/102",-2.26263204254392,-3.43023259713845,0.84239995551881,0.723543894825188,-0.771256093371883
"GL.76B/94",-3.44872816133067,-3.64226158622689,-0.302270656463143,-1.33501713037452,-1.18371815542162
"GL.77M/106",2.90385804326055,1.01169330461738,-0.395690207488292,1.44930687301143,-3.7354021343936
"GL.78/166",-2.47237651142351,-5.89461968432038,0.0703493290657661,-1.56802368152532,-0.888832885950893
"GL.78/53",0.216663389741437,-4.40866532314659,0.691087270657822,0.958277157235089,-3.79985191957683
"GL.78/97",-1.82889735642374,-5.07267868929097,0.549975593215751,-0.565104524168394,-2.26689387535699
"GL.79/42",-1.47261415301573,-4.85304094248123,1.33249813952533,1.1175050046767,-2.84455498069012
"GL.79/45",-0.870464127253947,-3.83113555073361,0.634432687450058,-1.12333274774533,-3.80263391440142
"GL.81_NT_25",3.81593269379255,-5.78944435057421,2.39863375328351,-1.76413147845367,0.944356723926428
"GLADIATOR",-1.38546242457923,3.34787621007787,0.0525406327651256,2.28348725173379,1.52646254077406
"GLAMIS",3.50831042251284,-0.723855454873377,1.94143938057107,1.64155747594378,1.06451287814501
"GOLDEN_MILLENNIUM",4.25590585410376,-0.0161850990362903,1.27048518034999,0.25034933796941,-1.48021286918531
"GOLDEN_NUGGET",0.558746213900437,1.65968969544688,1.1376995794646,-2.10676811973234,0.68311365888813
"GOLDEN_WONDER",-2.68151286238628,-5.01524469629416,-1.23101404850465,0.371316092374564,-2.32426727000877
"GRANOLA",-2.53069649617272,2.44254820213961,3.77808700374398,2.85920506585378,-3.32823934676306
"H1H3_101",5.54835367870242,-6.55328692629175,2.58714300499528,-0.597012604474362,1.70659576207677
"H1H3_3",4.02640280838684,-2.14523041007349,0.683914665397783,0.346021292260077,1.19281209283485
"HARBOROUGH_HARVEST",6.78870145879076,0.300166307105279,2.71882861707644,3.69436748064347,0.32408606899671
"HARLEQUIN",-2.1093207716362,1.28085921027783,2.71934160945273,4.36357533505973,-3.81469061243171
"HERMES",-2.41940322668251,1.14047214915285,0.946245837578412,-0.839457632922987,0.0950707850930746
"HIGHLAND_BUR._RED",-1.68535324920054,-8.22478282587233,-0.597782250692348,-1.97912484545691,-2.60880532903319
"HOME_GUARD",1.92545098639801,-1.96583588147836,-2.79989555470385,1.23069232706867,0.408206888779398
"HORIZON",-2.02014134052904,-1.29968731234856,1.51580748967658,-2.20821587367582,1.57038790523944
"INNOVATOR",-1.60542129245677,-0.763792983958099,-3.9633051970859,-0.287664945468565,4.05854282917973
"INTERNATIONAL_KIDNEY",-2.21685725549647,-7.05165017597348,-0.706375936149414,-2.00886554574964,-1.75055314527798
"ISLE_OF_JURA",2.89627421485836,-0.301103218305493,1.11858600016314,-0.445124539293667,-0.117000522866194
"JULIETTE",-4.35318244250954,3.43370910456202,4.26651415621541,2.24397118858982,-3.25901545989277
"KARLENA",-1.92319091548422,-0.0225010589094042,-3.50002881803754,0.8737862396277,2.53450724706364
"KERR'S_PINK",0.0195375327212615,-4.91802994109232,-4.42433819393575,1.6282985631581,-0.0938994187585303
"KESTREL",4.44787624646826,1.98042065012975,-0.460784231389829,-0.50948439005642,-1.44751898560095
"KIFLI",-1.51310869199416,0.113383760238047,2.33565098488724,1.39543669893438,-2.07311234502718
"KING_EDWARD",-2.14744285818091,-7.58612390749188,-1.5389999617701,1.25090847571472,-3.02146260717964
"KINGSTON",4.22410914836584,-1.00071480096364,2.51479487508825,0.494386602995765,-0.0234311259884078
"KUFRI_CHANDRAMUKHI",-0.979033614852875,-1.08680624264224,-2.68824447310415,1.85899901052056,2.30246036835661
"KUFRI_JYOTI",-0.504136968344977,1.61818635379954,-2.2830453676494,-1.43268543367509,-1.47221435569071
"KURODA",-3.5373078293602,2.60329488651113,0.699427835182635,-0.349146513012585,3.93720053335255
"LADY_BALFOUR",3.17391904747882,0.936890849576369,-2.66935225759069,-3.01702092074485,-1.83122300751895
"LADY_CHRISTL",-2.33795726622112,-1.94546399033608,0.562092611971455,-1.16563294835889,1.59568182730924
"LADY_CLAIRE",-4.68087559188746,-0.612566887896936,3.57211007005696,-2.74184079988876,3.11556963649858
"LADY_JO",-3.30919558099887,-2.80546292307833,1.93096062489913,-2.94272365421732,3.52010638906156
"LADY_ROSETTA",-1.91710901950154,-0.0493346146474961,1.67483179285423,-0.927698747181432,1.37860129169457
"LIBERTAS",-3.43435891600021,-2.24337610205511,0.760483238610255,-4.81567501357488,2.5504579776318
"LINDA",-4.52490024554898,1.17960794807034,2.48768584959477,1.77284595810281,-4.7071410520219
"LINTON",-1.3209656417317,1.86943797868117,-0.380962420006605,2.37290474795121,2.69298249139431
"LINZER_DELIKATESS",-3.49650195097855,0.274389079432115,1.83541447112918,0.834204189945497,-2.61300661490296
"LIONHEART",-2.10535996781985,1.60169294014464,0.442836700941177,-0.277862218088965,2.53359998272655
"MADELEINE",-2.43928198819218,2.37628254905823,2.98980690375609,0.731446972369168,-0.800073040822601
"MADINGLEY",-1.55467117368317,2.68250977013136,0.216754401363585,1.52080460703633,-0.383775671663361
"MAJESTIC",-0.172749718089029,0.582070849328874,-5.02300209220501,1.84946858637493,1.56221501377702
"MARABEL",-3.8554836312508,2.9349887235822,1.72686586099495,-0.37714337403214,0.303077537569326
"MARFONA",-2.33505927877826,-0.839398507964309,-0.013659727118415,-2.05830924191,4.13143732277011
"MARILYN",-3.01988403565485,2.15080794932462,1.32803134699495,0.345076434861687,-1.56264998028216
"MARIS_ANCHOR",-2.16436121757944,-0.653337022731982,-0.639751084939836,1.03464755590783,0.684925157236408
"MARIS_BARD",2.17080588706153,-2.32484302206159,-1.80026257813137,-1.78235101167273,4.32281918167784
"MARIS_PEER",1.72109832858545,-0.57873638902122,-2.76028491286599,0.447510575534335,0.464986327502992
"MARIS_PIPER",7.33183366151473,-4.27948693363091,4.74777401594157,0.277120865057896,2.46964824080651
"MARKIES",-4.31685579581777,1.05095724453817,2.68765206455828,0.283092687781915,0.75194809774444
"MAXINE",4.34730362612845,-0.301254523447391,-0.0337114832091531,1.08693746400948,1.96686814549817
"MEGARA",-3.29792709421765,1.73950831388747,3.75642355421469,-0.125606357527375,0.831979823756313
"MELODY",-2.32336215113637,0.284468898772826,1.01243702881207,-0.524432513472457,0.346715432434147
"MIDAS",2.60662428555196,-1.6387513610126,4.72906697111174,0.611959324951637,0.735172797274731
"MILVA",-2.99750123086372,0.677272957192206,1.7081830901568,-0.66283794120609,-2.24155059622942
"MIMI",2.03900233171511,-0.10873606805457,2.34858762261495,-2.02495064911494,0.630651472472467
"MIRA",-2.77102796898376,-1.43305476456144,1.57058145446996,-3.9817286649356,0.763005196171033
"MOIRA",-1.18495286038134,0.533666298933078,-0.189223404344313,-1.22783749899857,-0.983864967622561
"MONTROSE",5.46797894492022,-2.50506806392645,2.15864158673346,2.07372161065321,-1.94963466139786
"MORAG",2.80426017131885,-0.756141667980925,-3.27417812060671,0.264334484172856,-1.33263719403878
"MORENE",-3.40680077499143,0.58934202340181,-0.200358571707893,-2.50596660212579,2.9345092464966
"MOZART",-1.91188405664187,4.98462467931127,3.18488558049338,2.24840402374164,0.370865956054116
"MYATT'S_ASHLEAF",-4.22342468770256,-8.03418900996312,-1.18940027172096,-1.86500519568969,-2.82846930860929
"NADINE",3.89083076011734,0.959912213608372,2.68456902884089,0.520899410675654,0.0697770853111028
"NAVAN",5.48312893080829,-1.46025211952455,1.99223710615009,0.728909867529393,1.60022174948098
"NDTX_4271_5-R",0.157367806715115,2.11111657948283,-2.39489709774058,6.58642568476937,0.243313596308172
"NICOLA",-5.60968974421185,1.04404109259827,2.45806802555163,1.08731025504537,-1.90143648695601
"NOVELLA",-1.16190133143466,2.26081110540956,0.411320858535291,-0.938668458144263,0.625079914616486
"OLYMPUS",2.49833803914651,0.545144444267222,-1.16951027455274,4.48868514616484,-1.32174185759794
"OPERA",-1.42915446475795,2.34150001392978,1.63789783736243,1.4495587293305,1.23329858323483
"ORCHESTRA",-1.79152033586224,1.95430953160709,3.39004356781526,0.917506784114638,-0.538031359883004
"ORIANA",-3.43866521124282,1.65393219229565,-0.266576745930377,-2.69605217432049,0.514018640486242
"OTHELLO",3.66032443848099,3.61773685391088,-4.02554092475469,-1.62814963474072,-1.77410045518561
"PALADIN",5.3567460290986,-4.28426674976923,2.21386402932886,0.369358726561403,3.72415950054341
"PANDA",-3.34446848560739,3.05500256945291,3.61866026009273,2.31428656116562,-2.8213209240895
"PARAMOUNT",0.142961993594566,4.38569478255091,-2.35721029177584,-3.73750683512006,-2.40215776485822
"PATRONES",-1.86561316155076,-1.24102401437834,-0.183401154859384,-0.219670053707256,1.10892416330668
"PENTLAND_ACE",0.497446820683921,-0.768893534090883,-0.705668703881059,-0.721117382875431,-0.630622237500753
"PENTLAND_BEAUTY",-0.479762736990617,-3.45080330315722,-3.18294658554395,-1.753266915233,-1.30039721741055
"PENTLAND_CROWN",0.649273900303247,1.79769463629987,-1.25411045614202,0.234158443309226,1.31310527348267
"PENTLAND_DELL",0.995393374466582,-1.22983781401637,-4.17506362698573,0.137954226381367,-2.04790525271315
"PENTLAND_IVORY",1.85499641878356,1.38408168527117,-3.72653739021043,2.21180418219705,-1.92255990538964
"PENTLAND_JAVELIN",-0.256028321422613,0.574663180845472,-2.6053247895799,0.989829999274119,2.49760121143945
"PENTLAND_MARBLE",-1.93749489591213,1.56164220389903,-1.68193946643662,-1.71814786932072,0.409313415600134
"PENTLAND_SQUIRE",0.871964172765613,-0.0211321481965097,-2.35269852979198,1.63256396064996,-1.11886365725729
"PEPO_1978",-3.2719710632205,0.935331835647645,2.64565840703327,-0.829506840648528,-1.73603832170915
"PICASSO",1.68101896811181,4.40384274630134,-1.28067002344249,-4.76514286830448,0.464876146686405
"PIMPERNEL",-3.02042963460767,0.297749631466736,1.9336981751223,-3.21561875931843,-0.726565793842178
"PIONEER",-4.21169925157276,2.16467350882012,3.31874361496163,3.18236385088863,-3.80437203631419
"PIXIE",4.666694750853,3.59951890628464,0.374007798102436,0.323237860214224,-0.209548871610555
"PREMIERE",-1.99342982912852,-2.07981344754296,0.395613488046109,-1.8733964919062,3.07314004968023
"PRODUCENT",-1.355470840227,0.106056573335686,2.97313310456915,-0.114900933389377,2.70345747998352
"PROVOST",-1.11845825412484,1.08994540572981,-3.61994635708618,0.217072284832335,0.114541969310275
"R.P.LUSTRE",0.275660342554421,-1.5149851835002,-0.232107868981436,1.80659600768254,-2.9926919378253
"RANGER_RUSSET",-3.3183140485159,-1.22355005084012,-6.27795530153835,1.30926333884346,1.94160835694507
"RATTE",-1.5179338486832,-3.89647480682952,-0.288022754064105,3.07590738216717,-3.701208131962
"RECORD",-4.23519503898493,-1.85640199353972,1.48929250843476,-4.36042275019682,2.19386730723734
"REMBRANDT",-3.03283832766315,0.0986094201932744,2.11528660677161,0.826926331262455,3.40128753594681
"RIO_ROJO",-1.04883751190836,1.87099499618616,-4.62502708592556,3.74584513868231,1.42805750627144
"ROBIJN",-5.16721395496374,-1.17957384668531,1.58307030340799,-3.58530286912247,-0.137103319809281
"ROCKET",4.51351428712411,-2.41215082677486,0.277506180940274,0.189173387995805,1.6900360597055
"RODE_STAR",-4.51406359262551,-2.75565426514245,3.8137460229367,-2.65077767094306,-3.53673161925158
"ROMANO",-1.73650409266064,3.51967371176311,0.144687965742329,-2.50527909016164,-1.01743354389875
"ROMEO",0.521217961328763,1.18581278765108,-2.13589168812738,0.574532549463662,-4.40741740678409
"ROOSTER",0.674158638469803,1.39477703059356,-1.96014128635521,0.438668764993161,-1.18321825008219
"ROYAL",0.141737221704459,0.434908346615477,3.83206429403752,1.2075285146182,0.217451019514181
"ROYAL_KIDNEY",-1.51261307311775,-4.69093271464331,-6.42049673169738,1.12369582883161,0.643589747149287
"RUBESSE",-1.69179039599888,1.8236460551583,-1.1153404679998,3.0232884641157,-0.245439308534877
"RUSSET_BURBANK",-2.51374461963599,-0.609618202148208,-5.81469097916689,3.7652295059159,2.93642412129323
"RUSSET_NORKOTAH",-2.02318861637432,0.642767021862058,-5.58990653642828,7.11769934768004,1.93641073945155
"SAFARI",-1.9592872291489,3.85647267909912,0.0131162556693598,-1.13412142804166,1.8913099397945
"SANTANA",-2.30837761139075,1.20612094731843,-0.0583583549086945,1.02853661910925,4.38574551064223
"SANTE",-0.982086267621572,0.83984119242136,2.31277174646689,-1.04781238433585,1.61848799155342
"SAPHIRE",-1.43148732561702,2.87418901042348,0.0716263171228622,0.0846490145599959,4.56930255989668
"SARPO_MIRA",-3.2437314953471,0.911285901428459,1.80006682915134,0.316538059490268,-2.20130971697278
"SARPO_SHONA",-3.61538830684859,1.30695955811574,2.30552600979831,0.0293075457083718,-1.78129863381244
"SASSY",-2.38611644969387,-0.689830877100516,0.39024774746583,0.00309328252139517,1.005448169263
"SATURNA",-3.95467311574797,-1.4682591851308,3.22855290176687,-1.48178789810948,-0.720805164371802
"SAVA",-2.25104770046205,1.74426240824594,1.64639131324984,1.73082153388228,0.0617511076332562
"SAXON",6.0986264183492,-1.39966459643549,1.97628837066815,0.886217733614261,0.186507791104991
"SCARBOROUGH",7.32504622539861,-1.02431043432523,3.2411409046775,2.28196883469503,-1.09340855013003
"SEFTON_WONDER",0.633957935601678,-5.36866188117568,-3.73802512083975,0.953946464328377,-0.359342927954323
"SERAFINA",-3.21969568377232,2.0024348114205,1.28961403308504,-0.498207684975923,-4.14333624507603
"SETANTA",3.0414956045058,2.35089716442072,-0.127971711512896,1.20891659195882,-2.25882718113983
"SHARPE'S_EXPRESS",-2.16131409906286,-6.52474058926925,-0.598258207018363,-0.100441413214734,-2.228300213984
"SHELAGH",0.241993687673077,-1.14510791111614,-0.192048596461005,-1.94109965955778,-0.508866504974055
"SHELFORD",-3.10914804784646,0.779368821707455,-0.397432341305628,0.303042011491558,0.163902581424347
"SHEPODY",-1.56016504152209,-0.34164278426738,-5.99423373467078,0.587315805495137,4.7457317866563
"SLANEY",4.20731548251192,3.29307140741106,-0.954028987445044,-1.25602875969248,-1.6595771152483
"SPEY",4.37070451521299,3.59262709531668,-0.970383257195447,-1.60359827476703,-1.07601695239559
"SPUNTA",-1.67707265165033,1.07359732218788,-0.816263500265429,2.14385354522748,-1.70747701934073
"STAMINA",6.3964056732137,-0.0669765054796594,1.35573053206978,-0.734375156223678,3.68113728044557
"STEMSTER",0.889330630579505,-0.905974444986263,2.30076750415847,-0.905949776874203,-0.144430187901114
"STORMONT_ENTERPRISE",-0.257928099499481,-1.30094826039794,-0.373983000109177,-2.5333904713177,1.53323675153111
"STIRLING",1.34431922002166,2.07700763352283,-1.33062695700697,-0.548388452490208,-0.24283031856699
"SYLVANA",-1.24315086406779,1.34627438936126,-0.510173652633726,0.103182276923201,0.906273752692768
"TAY",4.88696185477677,2.34279084270191,0.1866067945875,2.22313296596199,-2.64899773625468
"TIMATE",-3.34050189089447,2.38507588543475,3.28635101667801,1.6318790699398,0.52284587873346
"TOLUCA",-3.37603038105401,2.70033665239651,0.449618650729586,-0.769821547540543,-1.55993355607413
"TORRIDON",-1.2105219807323,1.22832460372119,-1.19823935710227,-1.98294877823574,0.134741363642673
"ULSTER_SCEPTRE",2.76633625437886,-0.955135274674447,-1.40843508677343,-0.516465141825843,2.2810788452841
"UMATILLA_RUSSET",1.00922127501248,-3.97588272005893,1.61052787216918,-0.942576947527849,-1.12850343282325
"VALES_EMERALD",0.0706136928494164,1.36706566575169,1.22986579710293,3.04710275433421,-2.2463074197747
"VALES_EVEREST",4.04698813731269,1.32012256657152,-2.05532806386266,-1.03279304219863,-2.01251324103613
"VALES_RUSSET",-2.60828758025248,-1.13030624102014,-4.14005208761782,4.40296783129206,1.57764049667966
"VALES_SOVEREIGN",5.42949234610716,4.06472647565719,-1.4199772103997,-4.91318890059122,-1.53672494480862
"VALOR",6.02021008336683,4.1141843559007,-0.284850981261834,-2.27213607029875,0.260236648664544
