Plot,Block,System,Replicate,Year,Variety.name,Yield_Kg,Yield/plant_Kg,Emergence_DAP_Mean,Potato_eye_score_Mean,Tuber_Length_cm_Mean,Tuber_Width_cm_Mean,Tuber_L/W_ratio_Mean,Tuber_Volume_cm3_Mean,Integrated_canopy_volume_calculated,Integrated_canopy_volume_per_plant_calculated,Integrated_Ground_Cover_calculated,Integrated_Ground_Cover_per_plant_calculated,SPAD_Mean_at_54_DAP.,SPAD_Mean_at_69_DAP.,SPAD_Mean_at_75_DAP.,SPAD_Mean_at_84_DAP.,SPAD_Mean_at_89_DAP.,SPAD_Mean_at_105_DAP.,Leaf_Chl_mg/m2_Mean_at_54_DAP.,Leaf_Chl_mg/m2_Mean_at_69_DAP.,Leaf_Chl_mg/m2_Mean_at_75_DAP.,Leaf_Chl_mg/m2_Mean_at_84_DAP.,Leaf_Chl_mg/m2_Mean_at_89_DAP.,Leaf_Chl_mg/m2_Mean_at_105_DAP.,SPAD_Plant_1_at_54_DAP.,SPAD_Plant_1_at_69_DAP.,SPAD_Plant_1_at_75_DAP.,SPAD_Plant_1_at_84_DAP.,SPAD_Plant_1_at_89_DAP.,SPAD_Plant_1_at_105_DAP.,SPAD_Plant_2_at_54_DAP.,SPAD_Plant_2_at_69_DAP.,SPAD_Plant_2_at_75_DAP.,SPAD_Plant_2_at_84_DAP.,SPAD_Plant_2_at_89_DAP.,SPAD_Plant_2_at_105_DAP.,Leaf_Chl_mg/m2_Plant_1_at_54_DAP.,Leaf_Chl_mg/m2_Plant_1_at_69_DAP.,Leaf_Chl_mg/m2_Plant_1_at_75_DAP.,Leaf_Chl_mg/m2_Plant_1_at_84_DAP.,Leaf_Chl_mg/m2_Plant_1_at_89_DAP.,Leaf_Chl_mg/m2_Plant_1_at_105_DAP.,Leaf_Chl_mg/m2_Plant_2_at_54_DAP.,Leaf_Chl_mg/m2_Plant_2_at_69_DAP.,Leaf_Chl_mg/m2_Plant_2_at_75_DAP.,Leaf_Chl_mg/m2_Plant_2_at_84_DAP.,Leaf_Chl_mg/m2_Plant_2_at_89_DAP.,Leaf_Chl_mg/m2_Plant_2_at_105_DAP.,NDRE_at_55_DAP.,NDRE_at_70_DAP.,NDRE_at_75_DAP.,NDRE_at_84_DAP.,NDRE_at_87_DAP.,NDRE_at_97_DAP.,NDRE_at_109_DAP.,NDVI_at_55_DAP.,NDVI_at_70_DAP.,NDVI_at_75_DAP.,NDVI_at_84_DAP.,NDVI_at_87_DAP.,NDVI_at_97_DAP.,NDVI_at_109_DAP.,RE_at_55_DAP.,RE_at_70_DAP.,RE_at_75_DAP.,RE_at_84_DAP.,RE_at_87_DAP.,RE_at_97_DAP.,RE_at_109_DAP.,NIR_at_55_DAP.,NIR_at_70_DAP.,NIR_at_75_DAP.,NIR_at_84_DAP.,NIR_at_87_DAP.,NIR_at_97_DAP.,NIR_at_109_DAP.,R_at_55_DAP.,R_at_70_DAP.,R_at_75_DAP.,R_at_84_DAP.,R_at_87_DAP.,R_at_97_DAP.,R_at_109_DAP.,Max_Max_height_m,Max_Max_height_DAP.,Max_Ave_height_m,Max_Ave_height_DAP.,Max_area_plant_m2,Max_area_plant_DAP.,Max_volume_plant_m3,Max_volume_plant_DAP.,Mean_Height_m_at_33_DAP.,Mean_Height_m_at_62_DAP.,Mean_Height_m_at_70_DAP.,Mean_Height_m_at_87_DAP.,Mean_Height_m_at_95_DAP.,Mean_Height_m_at_102_DAP.,Mean_Height_m_at_117_DAP.,Mean_Height_sd_at_33_DAP.,Mean_Height_sd_at_62_DAP.,Mean_Height_sd_at_70_DAP.,Mean_Height_sd_at_87_DAP.,Mean_Height_sd_at_95_DAP.,Mean_Height_sd_at_102_DAP.,Mean_Height_sd_at_117_DAP.,Max_Height_m_at_33_DAP.,Max_Height_m_at_62_DAP.,Max_Height_m_at_70_DAP.,Max_Height_m_at_87_DAP.,Max_Height_m_at_95_DAP.,Max_Height_m_at_102_DAP.,Max_Height_m_at_117_DAP.,Ground_Cover_m2_at_33_DAP.,Ground_Cover_m2_at_62_DAP.,Ground_Cover_m2_at_70_DAP.,Ground_Cover_m2_at_87_DAP.,Ground_Cover_m2_at_95_DAP.,Ground_Cover_m2_at_102_DAP.,Ground_Cover_m2_at_117_DAP.,Ground_Cover_per_plant_m2_at_33_DAP.,Ground_Cover_per_plant_m2_at_62_DAP.,Ground_Cover_per_plant_m2_at_70_DAP.,Ground_Cover_per_plant_m2_at_87_DAP.,Ground_Cover_per_plant_m2_at_95_DAP.,Ground_Cover_per_plant_m2_at_102_DAP.,Ground_Cover_per_plant_m2_at_117_DAP.,Canopy_Volume_m3_at_33_DAP.,Canopy_Volume_m3_at_62_DAP.,Canopy_Volume_m3_at_70_DAP.,Canopy_Volume_m3_at_87_DAP.,Canopy_Volume_m3_at_95_DAP.,Canopy_Volume_m3_at_102_DAP.,Canopy_Volume_m3_at_117_DAP.,Canopy_Volume_per_plant_m3_at_33_DAP.,Canopy_Volume_per_plant_m3_at_62_DAP.,Canopy_Volume_per_plant_m3_at_70_DAP.,Canopy_Volume_per_plant_m3_at_87_DAP.,Canopy_Volume_per_plant_m3_at_95_DAP.,Canopy_Volume_per_plant_m3_at_102_DAP.,Canopy_Volume_per_plant_m3_at_117_DAP.
312,2,Org,2,2017,CARA,5.47,1.823333333,44,8,8.536428571,6.089571429,1.399284499,168.3101701,17.49632338,5.832107801,51.56285,17.18761668,NA,NA,46.4,NA,42.3,48.3,NA,NA,835.4456,NA,779.3617,861.4357,NA,NA,44.2,NA,42.3,48.3,NA,NA,48.6,NA,NA,NA,NA,NA,805.3518,NA,779.3617,861.4357,NA,NA,865.5394,NA,NA,NA,NA,NA,0.1714,NA,NA,NA,0.3489,NA,NA,0.8826,NA,NA,NA,0.9064,NA,NA,21.535,NA,NA,NA,19.15,NA,NA,30.447,NA,NA,NA,39.678,NA,NA,1.899,NA,NA,NA,1.948,0.73,87,0.4121,102,0.44386,102,0.182521039,102,NA,NA,0.267726546,0.379060115,NA,0.412258445,NA,NA,NA,0.116760459,0.123967079,NA,0.143636048,NA,NA,NA,0.47,0.73,NA,0.64,NA,NA,NA,0.8762,1.2842,NA,1.33158,NA,NA,NA,0.292066667,0.428066667,NA,0.44386,NA,NA,NA,0.2339,0.486,NA,0.547563117,NA,NA,NA,0.077966667,0.162,NA,0.182521039,NA
777,3,Con,1,2017,CARA,4.66,1.553333333,40.66666667,8.285714286,8.906571429,6.030285714,1.478843883,173.9931225,20.12011552,6.706705175,56.216425,18.73880833,NA,NA,41.5,NA,48.2,49.5,NA,NA,768.4185,NA,860.0678,877.8505,NA,NA,39,NA,48.2,49.5,NA,NA,44,NA,NA,NA,NA,NA,734.221,NA,860.0678,877.8505,NA,NA,802.616,NA,NA,NA,NA,NA,0.1794,NA,NA,NA,0.3276,NA,NA,0.8719,NA,NA,NA,0.9005,NA,NA,21.418,NA,NA,NA,19.403,NA,NA,30.793,NA,NA,NA,38.316,NA,NA,2.106,NA,NA,NA,2.006,0.64,70,0.4015,102,0.46209,102,0.185433863,102,NA,NA,0.37460684,0.319459635,NA,0.401581438,NA,NA,NA,0.108907525,0.114801349,NA,0.097373217,NA,NA,NA,0.64,0.62,NA,0.63,NA,NA,NA,0.9093,1.3861,NA,1.38627,NA,NA,NA,0.3031,0.462033333,NA,0.46209,NA,NA,NA,0.340781031,0.442971674,NA,0.55630159,NA,NA,NA,0.113593677,0.147657225,NA,0.185433863,NA
1031,4,Con,2,2017,CARA,5.48,1.826666667,36,8,9.126142857,6.355,1.445161429,193.4023274,19.7218661,6.573955355,68.02795,22.67598333,NA,NA,42.2,NA,45.8,45.3,NA,NA,777.9938,NA,827.2382,820.3987,NA,NA,44.6,NA,45.8,45.3,NA,NA,39.8,NA,NA,NA,NA,NA,810.8234,NA,827.2382,820.3987,NA,NA,745.1642,NA,NA,NA,NA,NA,0.1601,NA,0.3115,NA,0.3663,NA,NA,0.8659,NA,0.8252,NA,0.9031,NA,NA,21.713,NA,19.599,NA,18.95,NA,NA,29.994,NA,37.336,NA,40.865,NA,NA,2.156,NA,3.581,NA,2.079,0.54,87,0.3295,70,0.523933333,87,0.141033333,87,NA,NA,0.329500379,0.269653264,NA,0.229424178,NA,NA,NA,0.108584789,0.116651083,NA,0.089796963,NA,NA,NA,0.5,0.54,NA,0.43,NA,NA,NA,1.1889,1.5718,NA,1.51644,NA,NA,NA,0.3963,0.523933333,NA,0.50548,NA,NA,NA,0.390823534,0.4231,NA,0.346058993,NA,NA,NA,0.130274511,0.141033333,NA,0.115352998,NA
101,1,Org,1,2018,CARA,5.14,1.713333333,26,NA,NA,NA,NA,NA,28.90816724,9.636055746,121.1297501,40.37658336,47.25,55.25,NA,50.5,NA,NA,847.07275,956.50475,NA,891.5295,NA,NA,48,57,NA,47.1,NA,NA,46.5,53.5,NA,53.9,NA,NA,857.332,980.443,NA,845.0209,NA,NA,836.8135,932.5665,NA,938.0381,NA,NA,0.3651,0.3667,NA,0.3138,NA,0.3154,NA,0.883,0.8566,NA,0.7812,NA,0.8718,NA,18.963,18.949,NA,19.573,NA,19.552,NA,40.777,40.919,NA,37.485,NA,37.58,NA,2.534,3.15,NA,4.604,NA,2.579,NA,0.57,117,0.2816,62,0.933066667,117,0.21837687,117,0.029397511,0.281620515,NA,NA,0.24033588,NA,0.237321378,0.019311738,0.133762078,NA,NA,0.131707773,NA,0.119364136,0.19,0.55,NA,NA,0.52,NA,0.57,0.3054,1.1231,NA,NA,1.8191,NA,2.7992,0.1018,0.374366667,NA,NA,0.606366667,NA,0.933066667,0.007849698,0.312778614,NA,NA,0.431429052,NA,0.65513061,0.002616566,0.104259538,NA,NA,0.143809684,NA,0.21837687
352,2,Org,2,2018,CARA,7.76,2.586666667,26,NA,NA,NA,NA,NA,38.66077944,12.88692648,127.3915,42.46383332,50.4,54.6,NA,47.85,NA,NA,890.1616,947.6134,NA,855.28015,NA,NA,48,53.4,NA,49,NA,NA,52.8,55.8,NA,46.7,NA,NA,857.332,931.1986,NA,871.011,NA,NA,922.9912,964.0282,NA,839.5493,NA,NA,0.3477,0.3653,NA,0.3473,NA,NA,NA,0.8184,0.8635,NA,0.8901,NA,NA,NA,19.165,18.962,NA,19.17,NA,NA,NA,39.597,40.801,NA,39.577,NA,NA,NA,3.958,2.99,NA,2.302,NA,NA,NA,0.66,117,0.3388,117,0.882866667,117,0.296537696,117,0.05358464,0.286170811,NA,NA,0.337105451,NA,0.338790752,0.032749432,0.157315079,NA,NA,0.12944729,NA,0.10982733,0.13,0.56,NA,NA,0.64,NA,0.66,0.4974,0.8887,NA,NA,2.2456,NA,2.6486,0.1658,0.296233333,NA,NA,0.748533333,NA,0.882866667,0.025029261,0.251286237,NA,NA,0.750350379,NA,0.889613088,0.008343087,0.083762079,NA,NA,0.250116793,NA,0.296537696
752,3,Con,1,2018,CARA,7.34,2.446666667,26,NA,NA,NA,NA,NA,20.75260001,6.917533335,74.99679999,24.99893333,49.15,48.65,NA,43.7,NA,NA,873.06285,866.22335,NA,798.5123,NA,NA,49.4,52.9,NA,44.4,NA,NA,48.9,44.4,NA,43,NA,NA,876.4826,924.3591,NA,808.0876,NA,NA,869.6431,808.0876,NA,788.937,NA,NA,0.3737,0.3241,NA,0.3463,NA,NA,NA,0.8634,0.8095,NA,0.8709,NA,NA,NA,18.866,19.447,NA,19.181,NA,NA,NA,41.383,38.107,NA,39.506,NA,NA,NA,3.032,4.018,NA,2.725,NA,NA,NA,0.61,95,0.3544,95,0.560166667,117,0.164021192,95,0.01,0.193545249,NA,NA,0.35437714,NA,0.210135674,NA,0.090535427,NA,NA,0.112910952,NA,0.105379113,0.01,0.56,NA,NA,0.61,NA,0.44,0.0067,0.5757,NA,NA,1.4016,NA,1.6805,0.002233333,0.1919,NA,NA,0.4672,NA,0.560166667,3.79E-05,0.109638906,NA,NA,0.492063576,NA,0.3473967,1.26E-05,0.036546302,NA,NA,0.164021192,NA,0.1157989
1073,4,Con,2,2018,CARA,7.04,2.346666667,35.33333333,NA,NA,NA,NA,NA,26.86102764,8.953675879,96.61070001,32.20356667,47.05,50.1,NA,48.1,NA,NA,844.33695,886.0579,NA,858.6999,NA,NA,51.4,49.3,NA,48.9,NA,NA,42.7,50.9,NA,47.3,NA,NA,903.8406,875.1147,NA,869.6431,NA,NA,784.8333,897.0011,NA,847.7567,NA,NA,0.3502,0.357,NA,0.3733,NA,NA,NA,0.8443,0.8972,NA,0.8945,NA,NA,NA,19.136,19.056,NA,18.871,NA,NA,NA,39.76,40.217,NA,41.351,NA,NA,NA,3.357,2.179,NA,2.303,NA,NA,NA,0.72,95,0.3295,95,0.723066667,117,0.222812329,95,0.012734082,0.171139756,NA,NA,0.329546032,NA,0.246024341,0.007071068,0.082827771,NA,NA,0.144050258,NA,0.123571054,0.02,0.35,NA,NA,0.72,NA,0.57,0.0267,0.5159,NA,NA,2.0464,NA,2.1692,0.0089,0.171966667,NA,NA,0.682133333,NA,0.723066667,0.000231033,0.086613465,NA,NA,0.668436987,NA,0.52634859,7.70E-05,0.028871155,NA,NA,0.222812329,NA,0.17544953
35,1,Org,1,2016,CARLINGFORD,5.56,NA,NA,9,10.05728571,6.088571429,1.658943668,196.4566578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,2,Org,2,2016,CARLINGFORD,4.31,NA,NA,8.5,8.289142857,5.631285714,1.470510787,139.87462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,3,Con,1,2016,CARLINGFORD,5.26,NA,NA,10,9.012285714,5.647214286,1.597841917,151.2841073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,4,Con,2,2016,CARLINGFORD,6.08,NA,NA,9.5,9.056571429,6.443571429,1.409475834,198.2074779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1,Org,1,2017,CARLINGFORD,5.34,1.78,45.33333333,9,9.469857143,6.764285714,1.411311427,232.7196433,11.76413707,3.921379019,38.99925,12.99974999,NA,NA,40.15,NA,38.6,43.6,NA,NA,749.95185,NA,728.7494,797.1444,NA,NA,39.1,NA,38.6,43.6,NA,NA,41.2,NA,NA,NA,NA,NA,735.5889,NA,728.7494,797.1444,NA,NA,764.3148,NA,NA,NA,NA,NA,0.2374,NA,0.2533,NA,NA,NA,NA,0.8897,NA,0.8755,NA,NA,NA,NA,20.569,NA,20.351,NA,NA,NA,NA,33.373,NA,34.16,NA,NA,NA,NA,1.948,NA,2.268,NA,NA,0.57,102,0.3402,87,0.33938,102,0.109066667,87,NA,NA,0.283616538,0.340306812,NA,0.258939439,NA,NA,NA,0.074646672,0.092815921,NA,0.1659374,NA,NA,NA,0.52,0.52,NA,0.57,NA,NA,NA,0.6658,0.9615,NA,1.01814,NA,NA,NA,0.221933333,0.3205,NA,0.33938,NA,NA,NA,0.1897,0.3272,NA,0.263484943,NA,NA,NA,0.063233333,0.109066667,NA,0.087828314,NA
516,2,Org,2,2017,CARLINGFORD,1.62,1.62,45.33333333,9,9.469857143,6.764285714,1.411311427,232.7196433,1.439806443,1.439806443,11.072925,11.072925,NA,NA,40.55,NA,NA,47.4,NA,NA,755.42345,NA,NA,849.1246,NA,NA,39.3,NA,NA,47.4,NA,NA,41.8,NA,NA,NA,NA,NA,738.3247,NA,NA,849.1246,NA,NA,772.5222,NA,NA,NA,NA,NA,0.1689,NA,NA,NA,0.311,NA,NA,0.8916,NA,NA,NA,0.8968,NA,NA,21.575,NA,NA,NA,19.606,NA,NA,30.344,NA,NA,NA,37.302,NA,NA,1.739,NA,NA,NA,2.029,0.36,87,0.1601,102,0.56919,102,0.090640859,102,NA,NA,0.057648084,0.129673645,NA,0.160071856,NA,NA,NA,0.027756232,0.092749423,NA,0.07932424,NA,NA,NA,0.1,0.36,NA,0.3,NA,NA,NA,0.1148,0.3248,NA,0.56919,NA,NA,NA,0.1148,0.3248,NA,0.56919,NA,NA,NA,0.0064,0.0419,NA,0.090640859,NA,NA,NA,0.0064,0.0419,NA,0.090640859,NA
698,3,Con,1,2017,CARLINGFORD,5.8,1.933333333,42,9,8.881857143,6.371642857,1.40208584,191.6184714,10.19283482,3.397611604,50.272225,16.75740832,NA,NA,37.45,NA,43.3,50,NA,NA,713.01855,NA,793.0407,884.69,NA,NA,36.9,NA,43.3,50,NA,NA,38,NA,NA,NA,NA,NA,705.4951,NA,793.0407,884.69,NA,NA,720.542,NA,NA,NA,NA,NA,0.3058,NA,NA,NA,0.2757,NA,NA,0.9104,NA,NA,NA,0.8727,NA,NA,19.67,NA,NA,NA,20.055,NA,NA,37.001,NA,NA,NA,35.331,NA,NA,1.736,NA,NA,NA,2.401,0.51,102,0.223,70,0.491733333,87,0.099774239,87,NA,NA,0.223026663,0.202836023,NA,0.158380221,NA,NA,NA,0.078165353,0.098386281,NA,0.116581887,NA,NA,NA,0.35,0.49,NA,0.51,NA,NA,NA,0.7576,1.4752,NA,1.13155,NA,NA,NA,0.252533333,0.491733333,NA,0.377183333,NA,NA,NA,0.169064634,0.299322718,NA,0.179482682,NA,NA,NA,0.056354878,0.099774239,NA,0.059827561,NA
979,4,Con,2,2017,CARLINGFORD,3.98,1.326666667,37.66666667,9,8.496857143,5.8165,1.471846017,152.4649909,13.53258422,4.510861394,56.647825,18.88260833,NA,NA,42.9,NA,50.9,32.4,NA,NA,787.5691,NA,897.0011,643.9396,NA,NA,43.1,NA,50.9,32.4,NA,NA,42.7,NA,NA,NA,NA,NA,790.3049,NA,897.0011,643.9396,NA,NA,784.8333,NA,NA,NA,NA,NA,0.2192,NA,0.3148,NA,0.2954,NA,NA,0.8827,NA,0.8828,NA,0.8673,NA,NA,20.827,NA,19.559,NA,19.801,NA,NA,32.523,NA,37.531,NA,36.402,NA,NA,2.026,NA,2.337,NA,2.587,0.47,70,0.2904,70,0.456433333,87,0.108033333,87,NA,NA,0.290473316,0.237438107,NA,0.122070774,NA,NA,NA,0.09033523,0.090504348,NA,0.073547603,NA,NA,NA,0.47,0.43,NA,0.34,NA,NA,NA,0.9444,1.3693,NA,1.35795,NA,NA,NA,0.3148,0.456433333,NA,0.45265,NA,NA,NA,0.273665749,0.3241,NA,0.1642233,NA,NA,NA,0.091221916,0.108033333,NA,0.0547411,NA
37,1,Org,1,2018,CARLINGFORD,5.7,1.9,26,NA,NA,NA,NA,NA,9.171680448,3.057226816,65.76450002,21.92150001,50.9,49.9,NA,47.5,NA,NA,897.0011,883.3221,NA,850.4925,NA,NA,48.9,53.2,NA,45.5,NA,NA,52.9,46.6,NA,49.5,NA,NA,869.6431,928.4628,NA,823.1345,NA,NA,924.3591,838.1814,NA,877.8505,NA,NA,0.3618,0.3217,NA,0.2907,NA,0.2275,NA,0.8843,0.8689,NA,0.8112,NA,0.7467,NA,19.001,19.476,NA,19.86,NA,20.71,NA,40.549,37.964,NA,36.144,NA,32.923,NA,2.489,2.659,NA,3.77,NA,4.774,NA,0.51,62,0.2114,62,0.349666667,95,0.053726951,62,0.051865842,0.211404937,NA,NA,0.122731173,NA,0.070589005,0.031265706,0.114230051,NA,NA,0.081299263,NA,0.050030245,0.19,0.51,NA,NA,0.32,NA,0.22,0.4368,0.7737,NA,NA,1.049,NA,0.4609,0.1456,0.2579,NA,NA,0.349666667,NA,0.153633333,0.021095076,0.161180853,NA,NA,0.125408736,NA,0.031511127,0.007031692,0.053726951,NA,NA,0.041802912,NA,0.010503709
379,2,Org,2,2018,CARLINGFORD,6.3,2.1,31.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.05,56.7,NA,47.25,NA,NA,899.05295,976.3393,NA,847.07275,NA,NA,48,55.2,NA,44.4,NA,NA,54.1,58.2,NA,50.1,NA,NA,857.332,955.8208,NA,808.0876,NA,NA,940.7739,996.8578,NA,886.0579,NA,NA,0.3468,0.3213,NA,0.3505,NA,NA,NA,0.8437,0.8603,NA,0.8741,NA,NA,NA,19.176,19.48,NA,19.132,NA,NA,NA,39.551,37.925,NA,39.78,NA,NA,NA,3.348,2.847,NA,2.673,NA,NA,NA,0.57,95,0.1991,95,0.400966667,95,0.078603156,95,0.057099164,0.181739588,NA,NA,0.199098844,NA,NA,0.034162769,0.098861885,NA,NA,0.09066419,NA,NA,0.17,0.36,NA,NA,0.57,NA,NA,0.5264,0.6651,NA,NA,1.2029,NA,NA,0.175466667,0.2217,NA,NA,0.400966667,NA,NA,0.028352715,0.118686549,NA,NA,0.235809468,NA,NA,0.009450905,0.039562183,NA,NA,0.078603156,NA,NA
777,3,Con,1,2018,CARLINGFORD,3.78,1.26,30.33333333,NA,NA,NA,NA,NA,2.657110577,0.885703526,29.66959991,9.889866638,53.45,50.4,NA,43.25,NA,NA,931.88255,890.1616,NA,792.35675,NA,NA,49.9,51.7,NA,43.9,NA,NA,57,49.1,NA,42.6,NA,NA,883.3221,907.9443,NA,801.2481,NA,NA,980.443,872.3789,NA,783.4654,NA,NA,0.3534,0.341,NA,0.3075,NA,NA,NA,0.8661,0.855,NA,0.8093,NA,NA,NA,19.098,19.243,NA,19.649,NA,NA,NA,39.97,39.16,NA,37.097,NA,NA,NA,2.869,3.068,NA,3.911,NA,NA,NA,0.46,95,0.1105,95,0.223733333,95,0.023972393,95,0.01,0.065597155,NA,NA,0.11045739,NA,0.061569721,NA,0.034763786,NA,NA,0.066043701,NA,0.043947825,0.01,0.15,NA,NA,0.46,NA,0.19,0.0094,0.2671,NA,NA,0.6712,NA,0.2524,0.003133333,0.089033333,NA,NA,0.223733333,NA,0.084133333,5.19E-05,0.016614795,NA,NA,0.071917179,NA,0.014861127,1.73E-05,0.005538265,NA,NA,0.023972393,NA,0.004953709
951,4,Con,2,2018,CARLINGFORD,5.36,1.786666667,37.66666667,NA,NA,NA,NA,NA,6.689239767,2.229746589,47.99085001,15.99695,46.05,47.7,NA,40.55,NA,NA,830.65795,853.2283,NA,755.42345,NA,NA,45,46.3,NA,42.3,NA,NA,47.1,49.1,NA,38.8,NA,NA,816.295,834.0777,NA,779.3617,NA,NA,845.0209,872.3789,NA,731.4852,NA,NA,0.3547,0.3491,NA,0.3052,NA,NA,NA,0.8476,0.8784,NA,0.7998,NA,NA,NA,19.083,19.148,NA,19.683,NA,NA,NA,40.067,39.69,NA,37.006,NA,NA,NA,3.306,2.569,NA,4.104,NA,NA,NA,0.33,95,0.1604,95,0.260366667,95,0.040998638,95,0.026197183,0.14635415,NA,NA,0.160440405,NA,0.071862647,0.019570365,0.072947087,NA,NA,0.076435858,NA,0.042987337,0.07,0.31,NA,NA,0.33,NA,0.2,0.1917,0.6421,NA,NA,0.7811,NA,0.6005,0.0639,0.214033333,NA,NA,0.260366667,NA,0.200166667,0.004341417,0.091966176,NA,NA,0.122995914,NA,0.041445516,0.001447139,0.030655392,NA,NA,0.040998638,NA,0.013815172
36,1,Org,1,2016,CASABLANCA,5.6,NA,NA,8.5,10.33614286,7.024928571,1.487072829,268.9888128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,2,Org,2,2016,CASABLANCA,3.84,NA,NA,9.5,8.123285714,5.496428571,1.480017027,128.8139035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
