"ID","yield_kg","Max_Max_height_m","Max_Ave_height_m","Max_area_plant_m2","Max_volume_plant_m3","DAPC_cluster_1","DAPC_cluster_2","DAPC_cluster_3","DAPC_cluster_4","STRUCTURE_K1","STRUCTURE_K2","STRUCTURE_K3","PC1","PC2","PC3","PC4","PC5"
"1563C14",4.29500000001886,0.556249999997001,0.266500000008685,0.445112499998637,0.106677178373447,0.129067784529721,1.4882379862033e-06,0.868618606268013,0.00231212096428019,0.0541,0.4167,0.5292,-3.78042888546137,-3.35806449445203,0.0368784273315447,-0.541828363400052,-2.30144341597086
"2182EF7",4.15333333335219,0.549999999997001,0.258312500008685,0.518111666748637,0.126461612123447,0.000499188136735857,5.0617291596352e-06,8.40874909023252e-06,0.999487341385014,0.401,0.4746,0.1245,1.57860450482323,2.24508900878794,-3.1556636303889,-1.03214475530005,-1.29202548583499
"3681AD1",5.04333333335219,0.551249999997001,0.288000000008685,0.495992916748636,0.128720653123447,0.751702296924889,7.40365036925773e-06,6.2483698303255e-06,0.248284051054912,0.2704,0.6014,0.1282,-1.53333903438405,2.07023457658318,-0.517293413296889,-1.91099578029851,2.54635795125741
"5008AB6",4.98083333335219,0.538749999997001,0.272825000008685,0.470243749873636,0.123574771998447,0.788244997044313,2.6068802520634e-06,0.000104748424668392,0.211647647650766,0.2519,0.5956,0.1525,-1.17276416633107,2.30030863902429,-0.52016396495464,-1.82581226737025,-2.50179003854592
"8204_A_4",4.55916666668552,0.627499999997001,0.322637500008685,0.523701666498637,0.162117089123447,0.000778191285169486,2.65672965512167e-05,1.86691281096753e-06,0.999193374505468,0.4795,0.4616,0.0589,2.49674950908022,3.30214352175701,-2.30135603847482,-0.25038132684347,-2.31026042949278
"AGRIA",5.60500000001886,0.671249999997001,0.361350000008685,0.496004166623636,0.161551738998447,0.999981574845578,4.34724339372689e-08,7.6952712307842e-08,1.83047292759263e-05,0.0943,0.7243,0.1814,-3.68399626462665,1.74514013851657,3.79871239552118,2.95019452502212,2.06272681226367
"AILSA",5.32250000001886,0.491249999997001,0.245812500008685,0.480108749998637,0.101700013373447,5.27732684624355e-07,0.999831312926115,4.04953476897524e-06,0.000164109806431028,0.6309,0.113,0.256,4.98628235729524,-1.48706378760308,2.16527199684469,3.17773234400856,-1.01397283729627
"ALMERA",6.82083333335219,0.531249999997001,0.268712500008685,0.452801250123636,0.102631837248447,0.998447631838624,3.12905801393367e-07,1.04737725068255e-06,0.00155100787832385,0.1495,0.6895,0.161,-3.14816929971595,1.75186259784641,0.873080457866325,0.367196438021636,2.15546921319581
"ALPHA",3.98083333335219,0.589999999997001,0.306450000008685,0.576726249998637,0.153261151623447,0.994561152489591,9.68130388709128e-07,0.000823681972644418,0.00461419740737515,0.1142,0.5481,0.3377,-3.28271862979236,-0.470086103446482,0.322223975379837,-1.62721392413615,1.25851198290443
"ALWARA",4.70583333335219,0.524999999997001,0.268737500008685,0.464660416498637,0.102014228623447,0.935311746383848,1.47575307486109e-07,1.00216326330608e-05,0.0646780844082119,0.2101,0.6867,0.1032,-1.70438203215559,2.47958826633453,-0.181874882959453,-2.80523255917912,-1.58704178826776
"AMADRA",4.70916666668552,0.543749999997001,0.296550000008685,0.395668333248637,0.0967788062484466,0.991027494758007,0.00054716313886277,0.000269302181848868,0.00815603992128115,0.2519,0.4905,0.2576,-1.665487544217,-0.258711424725741,2.46345475548996,0.550159574261675,0.380434294753103
"AMOUR",5.71916666668552,0.498749999997001,0.282012500008685,0.434649999748636,0.111545617873447,0.000214974299122797,0.180055049335305,7.93715260726116e-06,0.819722039212965,0.6866,0.2325,0.0809,4.48081953511963,1.55454795710981,-0.478663068037744,-2.07956541418284,-1.34266899765616
"ANNA",5.95000000001886,0.556249999997001,0.294062500008685,0.538496874873637,0.146971398498447,4.09027531304609e-05,1.73308870324093e-06,5.84800242446918e-06,0.999951516155742,0.4887,0.376,0.1353,3.0805201068282,2.45293182711004,-4.08273102931884,-5.16662239822005,-2.82252226440941
"ANNABELLE",4.37833333335219,0.512499999997001,0.246737500008685,0.318894999998637,0.0630798662484466,0.999947155195904,1.22424661252088e-10,4.42148526772088e-08,5.28004668185617e-05,0.0573,0.803,0.1398,-3.45018828300408,2.48385860759922,2.29496576950823,0.0525919437378783,-1.09579480517609
"ANYA",2.69166666668552,0.498749999997001,0.223737500008685,0.360548124998637,0.0789386327484466,0.935148257707165,8.73130254199582e-07,0.00425950729076885,0.0605913618718119,0.1588,0.573,0.2682,-2.27166609783301,0.268389113071324,0.412532190869741,1.87698512363479,-4.19080963646756
"ARGOS",6.70000000001886,0.677499999997001,0.374875000008685,0.520211250123636,0.184859094373447,0.000575055228907699,0.000842235361160005,4.23492434011629e-07,0.998582285917498,0.5686,0.4097,0.0217,3.49136960916522,2.19637249729487,-1.19559354914715,-4.311025021207,-0.176819793006381
"ARIELLE",4.58583333335219,0.532499999997001,0.245475000008685,0.376552916748637,0.0782905592484466,0.998150924317112,1.47609043049484e-08,7.07287583915896e-06,0.00184198804614459,0.1016,0.6909,0.2076,-3.38207909037236,1.62886526530576,0.672271930079071,-0.105669322547313,-0.508996658403418
"ARKULA",4.62250000001886,0.531249999997001,0.278037500008685,0.453710416623636,0.114059516623447,0.996112098788461,1.12838698055556e-08,1.17737113394611e-05,0.00387611621633006,0.1082,0.6775,0.2143,-3.02023892853243,1.06108327869187,-0.214834883804401,-0.796906159132387,1.62155108418259
"ARMADA",5.65500000001886,0.549999999997001,0.299175000008685,0.498231874873636,0.119187883123447,0.970680228063927,2.08619990870365e-05,9.01266398093336e-05,0.0292087832971773,0.2008,0.5676,0.2316,-1.8123211535827,0.688744429977586,0.161260134432474,-1.2488689609184,1.33587719468157
"AVALANCHE",5.11916666668552,0.572499999997001,0.270037500008685,0.403115416623636,0.100282048498447,0.00111926138563512,0.986219875254871,8.07883300728127e-07,0.0126600554761931,0.5287,0.3037,0.1676,3.0708729964045,0.277724215393935,1.13009870364834,-0.252427511978378,4.67096936499504
"BAILLIE",4.49666666668552,0.463749999997001,0.264412500008685,0.428959583373636,0.0986227469984466,0.000341660697477803,0.980231719430437,9.74088501599085e-07,0.0194256457835843,0.5948,0.2883,0.1169,3.18568975686489,-0.0993369932736982,1.6219094345565,-0.180731390354427,1.61200638272291
"BALMORAL",4.36500000001886,0.529999999997001,0.217775000008685,0.359047083373637,0.0753331602484466,0.00338814660004647,1.14527272998185e-06,6.07528868669822e-07,0.996610100598355,0.3839,0.5454,0.0707,1.00032300027597,3.21653055166103,-3.30994098630416,-3.1507324088756,1.32239365190698
"BAMBINO",5.17916666668552,0.512499999997001,0.282050000008685,0.453853333373637,0.113682599123447,3.59859462525432e-05,0.97578554556867,1.78263149058646e-07,0.0241782902219284,0.6706,0.2329,0.0965,5.16105440406004,1.20496338969129,1.47166969727765,-0.592383379683707,0.155223898092842
"BARNA",4.74666666668552,0.617499999997001,0.353000000008685,0.552247499873637,0.185700411873447,0.0125827003232765,9.82072719536554e-07,3.52614375022841e-06,0.987412791460254,0.3829,0.5395,0.0776,0.988947611999924,4.03742593498167,-2.26035957892274,-2.13927629673611,-3.22987307616331
"BELLE_DE_FONTENAY",2.16750000001886,0.466249999997001,0.193900000008685,0.366453750123637,0.0654726506234466,5.27730666301412e-09,1.1504693534444e-10,0.999999893463642,1.01144004409685e-07,0.0096,0.0767,0.9137,-2.95794717678953,-8.16659908267543,-2.74565886277667,-2.00496342453641,-3.90918582106372
"BENOL",3.75333333335219,0.569999999997001,0.318687500008685,0.421139583248636,0.128079695498447,5.6379568641944e-07,0.999978984597844,7.39584843447616e-07,1.97120216256293e-05,0.6246,0.0766,0.2988,4.38719873985521,-2.22270437162684,2.7029706410485,1.18664004839585,0.26041703863746
"BF_15",4.01916666668552,0.612499999997001,0.277600000008685,0.350412083248636,0.0789518574984466,5.78552680976347e-05,6.89409007018783e-09,0.999930089456743,1.20483810697115e-05,0.0087,0.2324,0.759,-3.59716021729491,-6.40294244325952,-0.378568771603359,-2.0549243994017,-3.63309708162784
"BINTJE",4.50416666668552,0.526249999997001,0.272137500008685,0.449524166748636,0.119606458623447,0.330447591705771,0.000531571233803905,0.230661352161126,0.438359484899299,0.153,0.4038,0.4431,-1.78404205561513,-2.0760007044297,-0.406694531042423,-0.0747764837176676,0.483731074485453
"BIONICA_EX_SASA",4.10666666668553,0.469999999997001,0.231937500008685,0.347421666623636,0.0757642762484466,0.576304195638804,0.000318044925733427,0.000479109044996308,0.422898650390466,0.2857,0.5014,0.2129,-0.4208281973092,1.46183646281278,-0.161040327794854,0.111451330275922,0.874060872300903
"BLUE_DANUBE",4.54583333335219,0.664999999997001,0.364375000008685,0.514981666748636,0.174459039248447,0.996898629258085,4.41487778205186e-07,9.5337503491804e-06,0.00309139550378761,0.1265,0.6261,0.2474,-3.03149635596462,-0.0479451844567648,0.824658772078251,-2.75923901452787,2.49820439812779
"BONNIE",4.40583333335219,0.591249999997001,0.304825000008685,0.477402916873637,0.135932681498447,0.0904938213507812,0.00324159376253981,2.03998918711911e-05,0.906244184994808,0.4361,0.4639,0.1,2.43281636281677,1.82362378933763,0.503022846388693,-0.652839753051015,-0.429529524834307
"BOUNTY",6.67166666668552,0.659999999997001,0.359550000008685,0.548910833248637,0.186697386373447,0.000117846485608563,0.9209789012953,7.13854146653021e-07,0.0789025383649449,0.6472,0.2683,0.0845,4.73987921680278,1.38242086152971,0.881596832293094,-0.235428879263207,1.67360311123794
"BRITISH_QUEEN",4.14083333335219,0.497499999997001,0.254075000008685,0.413141666748637,0.101184298123447,0.00430767658410119,5.21622687253766e-05,0.860879703116496,0.134760458030677,0.1243,0.3314,0.5443,-1.9785634516291,-4.44417197183367,-3.23598624041332,-0.204541067544126,1.86458976522923
"BRODICK",5.50333333335219,0.667499999997001,0.346975000008685,0.482951874873636,0.157496004123447,1.05041662892686e-05,0.995695788242138,9.64668482461413e-08,0.00429361112472405,0.697,0.213,0.0901,5.15545152663808,1.56545392701983,2.06518248793973,3.07330795404223,-1.92469325638118
"BRODIE",4.90666666668552,0.613749999997001,0.273800000008685,0.413904166623636,0.0989614373734466,4.34445283417356e-06,6.88393088201257e-07,9.62461231052805e-06,0.999985342541767,0.4742,0.3786,0.1473,2.92908884381618,2.15925713776958,-4.29921162327609,-2.39570877904208,-1.836984697288
"BUCHAN",4.51250000001886,0.604999999997001,0.287237500008685,0.415152083373636,0.109179044748447,1.8834119239847e-05,8.17129076972844e-06,1.12962492657069e-05,0.999961698340725,0.5102,0.3818,0.1081,3.28751610598383,2.94107707108744,-3.90218208946754,-0.401318567932592,-2.9949332088484
"BURREN",6.13750000001886,0.539999999997001,0.309250000008685,0.494451041623637,0.141333176998447,0.025527276226689,6.55360574452e-06,1.90404008092104e-05,0.974447129766757,0.3721,0.5055,0.1224,0.107804008538076,3.10309658391813,-2.28757076610011,-2.43837210014232,-1.55144058587749
"CABARET",3.86666666668552,0.606249999997001,0.313387500008685,0.535933333373636,0.148470034498447,4.39874165765352e-08,0.999694508247291,9.80290075138109e-05,0.000207418757778974,0.5875,0.0209,0.3916,4.95278806889677,-4.05377291627997,0.554459114516691,0.150612649032778,0.234446075441442
"CAESAR",5.48000000001886,0.646249999997001,0.340250000008685,0.462913749998636,0.148344813623447,0.999004504103888,3.07018157890389e-09,2.21263224410208e-09,0.000995490613297517,0.1947,0.7866,0.0187,-2.19801593946546,4.45525122485284,1.89687051499215,1.19859786071911,1.87277886207438
"CARA",5.68750000001886,0.646249999997001,0.358487500008685,0.615618333498637,0.197030308873447,1.99743314877358e-05,3.33438841629056e-06,2.03309423527545e-07,0.999976487970672,0.5589,0.3982,0.0429,3.58201124042818,3.83651421581404,-3.71556830305654,-5.2148726322697,-3.07501177633219
"CARLINGFORD",4.92416666668552,0.472499999997001,0.211887500008685,0.386433749998637,0.0756020294984466,0.00264665142060407,1.23686812844262e-05,3.42831527212786e-05,0.99730669674539,0.3783,0.4967,0.125,1.35008290205434,2.02964948581823,-2.6032094931552,0.658902390016039,0.217433092206284
"CASABLANCA",5.46250000001886,0.536249999997001,0.272187500008685,0.407601249998637,0.111359515498447,0.00643624078997205,0.0343277370069028,9.84434456362374e-08,0.95923592375968,0.5742,0.4028,0.023,3.44028164590605,3.01148441541791,-0.295313484175382,-2.53727053347877,3.23130338268492
"CELINE",4.71416666668552,0.502499999997001,0.264525000008685,0.450273749998636,0.106216761623447,0.917592296491121,8.16546604000546e-06,1.27090396682624e-05,0.0823868290031711,0.2539,0.6005,0.1455,-0.135596787386381,1.39340726107953,0.591655691048094,-2.63774870770022,0.99732691661088
"CHALLENGER",5.15083333335219,0.614999999997001,0.334625000008685,0.457242499873636,0.137285886998447,0.980082796003232,0.000989474586842251,0.000437011819674162,0.0184907175902511,0.2389,0.4969,0.2643,-1.08188869475163,-0.538801551405976,1.74446875208013,1.6599671069117,1.28400247924578
"CHARLOTTE",4.93916666668552,0.542499999997001,0.304450000008685,0.395603333123637,0.112808951623447,0.983594582738815,2.04135074583928e-05,0.000480787512082468,0.0159042162416447,0.2357,0.5613,0.203,-2.12876364990437,1.54551235763575,2.75698409712438,4.08293318014583,-4.71958497131341
"CHICAGO",4.04333333335219,0.647499999997001,0.353012500008685,0.460650833373636,0.156639529748447,0.00340895507697952,0.99594275309135,1.55204140915398e-06,0.000646739790261603,0.5143,0.2865,0.1992,2.74779823428062,-0.883378286494537,4.04847782273834,0.00705146849638751,0.350116338580909
"CHIEFTAIN",5.84083333335219,0.639999999997001,0.334950000008685,0.443097916623637,0.137082718623447,0.00952743154535761,1.14431945819267e-05,0.00318877705943615,0.987272348200624,0.2734,0.4916,0.2349,-1.15855585198573,0.902414669578389,-3.67750189379103,5.24511391977601,-0.062839120618429
"CHOPIN",4.45000000001886,0.497499999997001,0.262475000008685,0.382747083498636,0.0944829863734466,0.993725248681877,5.754664806266e-08,1.39809540866976e-06,0.00627329567606673,0.1503,0.692,0.1576,-2.48133992353065,2.00940611659256,0.732665377842811,-0.890522296838554,0.675147761759206
"CLARET",6.59000000001886,0.589999999997001,0.303250000008685,0.459672916623636,0.122789320748447,6.43724556345311e-05,2.90392572818881e-07,2.81152781590631e-07,0.999935055999011,0.4958,0.4632,0.0409,2.63705219914125,3.88479999474692,-2.88391513578197,-4.62886863328191,-3.22231878106297
"CORINE",4.34083333335219,0.678749999997001,0.350950000008685,0.471544583373636,0.158669425498447,0.166039226090436,0.0159981560765539,0.000190422191866692,0.817772195641144,0.379,0.432,0.1891,0.25342337033349,0.67985588792396,-0.760416207584118,-0.118736676233272,2.695282395054
"COSMOS",6.29000000001886,0.662499999997001,0.346775000008685,0.487020416623637,0.154570154748447,0.990217650346334,3.57685312723202e-06,6.42656800001887e-06,0.00977234623253898,0.192,0.6052,0.2028,-1.95376561441142,0.790116220607805,0.321510502156008,-1.10063266392384,3.14509385505571
"COURAGE",5.19750000001886,0.539999999997001,0.296662500008685,0.441821249998636,0.120603015623447,0.898143848308899,2.5012855464386e-06,8.94505725403815e-05,0.101764199833014,0.1999,0.6047,0.1953,-1.81638647403972,0.716324416718127,0.769232387120677,-1.19320071447342,0.711308468118736
"COURLAN",2.97666666668552,0.449999999997001,0.184112500008685,0.328614583498636,0.0572758757484466,0.285384564673048,4.58792775253934e-05,0.000745535784841902,0.713824020264585,0.2923,0.5185,0.1892,-1.27406254286484,2.08823949956991,-2.52505797180596,4.01681369264242,0.984081297358669
"CRAIGS_ROYAL",3.93000000001886,0.563749999997001,0.231825000008685,0.303743750123636,0.0694621274984466,7.67692270758954e-06,0.000343800605890584,1.79895069574254e-05,0.999630532964444,0.5497,0.3019,0.1484,3.97354001863347,1.02175940388417,-2.75019129603947,-1.03686144993574,-1.16695600897182
"CRAIGS_SNOW-WHITE",2.11916666668552,0.423749999997001,0.183375000008685,0.294263749998636,0.0530741931234466,0.00373931146576678,0.00761429453604074,0.490731684148764,0.497914709849429,0.2859,0.2671,0.447,0.326028448911343,-3.03003818906308,-2.47890752196649,0.524166786740962,0.664766551477992
"CRAMOND",5.75083333335219,0.597499999997001,0.304062500008685,0.539732083248637,0.156136934748447,0.000183887907297505,0.978640789930435,2.25858706138748e-07,0.0211750963035617,0.6453,0.2627,0.092,4.79420430017603,0.89617345451895,0.978481527833016,1.24395149508063,0.904727543679599
"CRISPS_FOR_ALL",3.88750000001886,0.491249999997001,0.253025000008685,0.437440416623636,0.0896797716234466,0.970544167712392,2.1290203030956e-06,2.61898369761623e-05,0.0294275134303288,0.2219,0.6132,0.1649,-1.81550086990593,1.35192613860721,1.10606167552003,1.00978411636589,0.617917546882497
"CROMWELL",4.44833333335219,0.577499999997001,0.318300000008685,0.457886041623637,0.124372831248447,5.60329113951447e-07,0.999983020479256,3.65809673067478e-06,1.27610948990907e-05,0.6136,0.0284,0.358,4.5546644344105,-4.00240533635461,2.86480689075317,-1.50942419084151,0.759464220574362
"D22/1",3.43000000001886,0.547499999997001,0.244262500008685,0.450017083373636,0.0955384868734466,1.72352311182236e-08,0.999906267878166,2.07582484856882e-06,9.16390617540613e-05,0.6176,0.0536,0.3288,4.92727959151357,-3.51752792768485,0.722419019646248,-0.926537690689743,3.12463078539991
"D23/3",3.13500000001886,0.461249999997001,0.242675000008685,0.408150000123637,0.0908375756234466,2.35223214126721e-05,0.962127380577773,0.0313707968301735,0.00647830027064064,0.436,0.1252,0.4388,2.24899451421167,-3.80571952941852,0.633097664016638,0.518281869576965,1.34692314174749
"D47-11",3.34916666668552,0.596249999997001,0.292162500008685,0.465859583373636,0.126681701123447,8.56140067271257e-10,0.999999475434559,3.10527766104715e-07,2.13181535469048e-07,0.6101,0.0084,0.3815,5.86212102513758,-4.84961291208205,2.84103116804771,-0.740091798722337,2.50709345431594
"D49/1",3.90000000001886,0.628749999997001,0.303925000008685,0.385629999998637,0.114468957748447,7.8995908919291e-11,0.999999995144264,1.86364907886865e-09,2.91309069890464e-09,0.6637,0.0118,0.3245,6.02539456016127,-4.43727616613485,5.07092227398816,0.4155103182848,1.99982558295969
"DAISY",4.01916666668552,0.526249999997001,0.264987500008685,0.409899166623637,0.0879706728734466,0.000131257231794045,0.999689863212434,5.03409772717925e-05,0.000128538578499626,0.4648,0.1981,0.3371,2.59252959130628,-2.14901023546473,3.64425970398716,0.656018483188273,0.991815124457889
"DARK_RED_NORLAND",2.97333333335219,0.449999999997001,0.225825000008685,0.259737291873636,0.0499961201234466,0.0369948440680838,7.00926169785902e-06,0.00389547000256469,0.959102676667654,0.237,0.5064,0.2566,-1.50954224489203,0.532696958300695,-3.61030661054944,2.90313000585102,0.820779893426619
"DARWINA",2.91333333335219,0.512499999997001,0.261412500008685,0.378470416748637,0.0930376814984466,0.996179340825781,6.63301074117614e-06,3.03752462622189e-05,0.00378365091721582,0.1564,0.5855,0.2581,-2.41400222107554,-0.057200881870225,1.03879703623939,-0.595411516183542,3.26294096574591
"DESIREE",5.28333333335219,0.587499999997001,0.296575000008685,0.508787499998636,0.139873049123447,0.91929343939544,8.87377629962812e-10,0.000365919478962362,0.0803406402382206,0.1019,0.6921,0.206,-3.43498675495086,2.1540871885573,-1.01324512734497,-1.4035062601006,-2.72523936911545
"DITTA",4.61333333335219,0.606249999997001,0.282375000008685,0.412487499873637,0.0932828984984466,0.999013758963981,1.37942233810957e-08,2.67683193695036e-05,0.000959458922425824,0.0613,0.677,0.2617,-3.35709055285442,0.848508814979019,1.32240140222292,0.108084020722063,-0.0723521534661752
"DR._MCINTOSH",4.92666666668553,0.488749999997001,0.274062500008685,0.463486041748636,0.108893854748447,0.000195992741120133,1.64182969517297e-06,4.12364560290811e-05,0.999761128973156,0.3451,0.4736,0.1813,1.043898597446,0.882481999133904,-4.76413755500599,1.20380783432038,1.77077376065742
"DRAGA",4.43583333335219,0.477499999997001,0.245062500008685,0.369512500123637,0.0820749074984466,0.283607943511633,0.000382670990798525,2.01149126009778e-05,0.715989270584967,0.3375,0.5633,0.0991,-0.890595267638802,2.24925880879185,-1.70465257572765,1.22821067628036,3.38413279975234
"DUKE_OF_YORK",4.04500000001886,0.434999999997001,0.234975000008685,0.377937499998637,0.0802533413734466,0.109759465730701,1.11604412358123e-06,0.833193215137533,0.0570462030876418,0.0322,0.4462,0.5216,-3.37522047323711,-3.30474786570204,-3.72702395386335,0.907722726147046,1.8838337089492
"DUNBAR_STANDARD",5.21666666668552,0.691249999997001,0.386962500008685,0.517691249873637,0.168440941123447,0.00036803242419185,0.00288669530232513,0.15029129160152,0.846453980671963,0.3384,0.2119,0.4497,0.798399600205138,-3.17474743138409,-3.37581265633367,1.40554747738804,1.40601972738818
"DUNDROD",3.93916666668552,0.397499999997001,0.182950000008685,0.313413749873637,0.0507627521234466,1.24204352774521e-05,0.997234214139696,0.000137051459241191,0.00261631396578524,0.5552,0.1515,0.2933,3.42164887851389,-1.41353209958359,1.13509795342685,1.94691596638077,0.217764725932695
"ECLIPSE",4.80666666668552,0.539999999997001,0.307587500008685,0.392957916498636,0.106445400248447,9.25651405724858e-05,2.69675073862989e-06,0.997582974049465,0.00232176405922386,0.1642,0.2774,0.5584,-2.12657506477781,-3.86739561561382,-3.11096540357573,4.30301449254246,-1.89489300686193
"EDEN",4.12583333335219,0.599999999997001,0.332862500008685,0.435314166498636,0.145052155248447,4.00838924977713e-11,0.999999763587752,6.92705644527149e-08,1.67101599464868e-07,0.6625,0.0082,0.3293,6.28658780612844,-4.18809188564651,2.6726795066898,1.14182414325158,0.286124990165852
"EDZELL_BLUE",4.97833333335219,0.578749999997001,0.312637500008685,0.438732499873636,0.107096468748447,0.202453915910423,5.90737140672852e-05,0.561291759161022,0.236195251214488,0.1692,0.4036,0.4272,-2.41895001050805,-2.07961109420708,-1.14210607193613,0.107723731824685,-0.227704361999925
"ELISABETH",5.26666666668553,0.578749999997001,0.279612500008685,0.485976249873637,0.120033536998447,0.974161032386898,1.73512610555534e-05,4.74022068001089e-06,0.0258168761313662,0.2614,0.6617,0.0769,-0.468160844174231,1.93392198172928,2.05731969777191,0.505885198833851,-1.09139174287845
"EMPEROR",3.57416666668552,0.444999999997001,0.218750000008685,0.337149999998637,0.0743945002484466,0.464069584136533,0.00255964959922277,0.000145300765099044,0.533225465499146,0.3397,0.4996,0.1608,-0.903267868568852,2.65121594117942,-0.693177438764706,5.32409293827192,2.36616259990921
